12, 27, 4329, 2783
12, 28, 350, 41
12, 29, 628, 98
12, 30, 31, 2
12, 31, 1073, 305
12, 32, 2205, 1024
12, 33, 3043, 1669
12, 34, 305, 26
12, 35, 3685, 2191
12, 36, 320, 25
12, 37, 1307, 404
12, 38, 4523, 2922
12, 39, 2628, 1316
12, 40, 3629, 2174
12, 41, 1403, 458
12, 42, 281, 28
12, 43, 510, 76
12, 44, 3678, 2186
12, 45, 2594, 1319
12, 46, 5510, 3840
12, 47, 332, 34
12, 48, 311, 29
12, 49, 307, 28
12, 50, 1433, 504
13, 1, 6226, 3461
13, 2, 762, 77
13, 3, 299, 18
13, 4, 60, 1
13, 5, 5764, 3134
13, 6, 4894, 2372
13, 7, 3840, 1612
13, 8, 15088, 11546
13, 9, 1468, 342
13, 10, 7472, 4565
13, 11, 3400, 1361
13, 12, 399, 27
13, 13, 2856, 1014
13, 14, 633, 66
13, 15, 205, 5
13, 16, 1417, 280
13, 17, 1897, 503
13, 18, 227, 7
13, 19, 5095, 2574
13, 20, 3118, 1137
13, 21, 1311, 267
13, 22, 3162, 1185
13, 23, 3066, 1102
13, 24, 2182, 643
13, 25, 267, 13
13, 26, 13673, 10225
13, 27, 198, 6
13, 28, 13964, 10477
13, 29, 175, 9
13, 30, 222, 12
13, 31, 3256, 1217
13, 32, 1607, 371
13, 33, 462, 32
13, 34, 5424, 2812
13, 35, 1648, 365
13, 36, 466, 30
13, 37, 7042, 4182
13, 38, 6047, 3312
13, 39, 900, 122
13, 40, 981, 145
13, 41, 7410, 4501
13, 42, 3961, 1747
13, 43, 6229, 3486
13, 44, 1974, 506
13, 45, 91, 2
13, 46, 1420, 279
13, 47, 871, 111
13, 48, 259, 9
13, 49, 11017, 7727
13, 50, 4532, 2134
14, 1, 542, 22
14, 2, 85770, 77908
14, 3, 3287, 787
14, 4, 11658, 6431
14, 5, 817, 64
14, 6, 13208, 7727
14, 7, 44789, 37444
14, 8, 8687, 4124
14, 9, 1744, 251
14, 10, 13397, 7819
14, 11, 1017, 79
14, 12, 3724, 971
14, 13, 8622, 4047
14, 14, 1292, 137
14, 15, 2605, 522
14, 16, 3990, 1133
14, 17, 37016, 29872
14, 18, 6714, 2694
14, 19, 13333, 7732
14, 20, 4089, 1152
14, 21, 3032, 690
14, 22, 2684, 546
14, 23, 390, 8
14, 24, 6079, 2254
14, 25, 10010, 5085
14, 26, 9304, 4602
14, 27, 10620, 5544
14, 28, 9247, 4499
14, 29, 7037, 2941
14, 30, 2485, 468
14, 31, 19423, 13224
14, 32, 1835, 270
14, 33, 2316, 424
14, 34, 3211, 782
14, 35, 8408, 3921
14, 36, 1698, 237
14, 37, 12698, 7234
14, 38, 749, 55
14, 39, 378, 20
14, 40, 3928, 1087
14, 41, 3127, 734
14, 42, 5638, 2067
14, 43, 2083, 346
14, 44, 11579, 6361
14, 45, 5353, 1874
14, 46, 2492, 492
14, 47, 2092, 338
14, 48, 2626, 518
14, 49, 9939, 5038
14, 50, 3011, 678
15, 1, 7115, 1927
15, 2, 6157, 1572
15, 3, 5396, 1177
15, 4, 8311, 2497
15, 5, 12701, 5096
15, 6, 14069, 6097
15, 7, 4110, 712
15, 8, 14055, 6110
15, 9, 24594, 14217
15, 10, 1450686, 1430938
15, 11, 45688, 33136
15, 12, 4194, 722
15, 13, 6591, 1681
15, 14, 1312, 85
15, 15, 79, 1
15, 16, 96378, 81876
15, 17, 5270, 1124
15, 18, 6760, 1794
15, 19, 5722, 1294
15, 20, 371, 7
15, 21, 8416, 2600
15, 22, 4558, 893
15, 23, 57349, 44092
15, 24, 2177, 217
15, 25, 2876, 367
15, 26, 3503, 526
15, 27, 32454, 21131
15, 28, 63999, 50425
15, 29, 915, 40
15, 30, 1524, 99
15, 31, 28104, 17212
15, 32, 41192, 29003
15, 33, 10717, 3924
15, 34, 1371, 87
15, 35, 8242, 2540
15, 36, 62715, 49125
15, 37, 12755, 5270
15, 38, 9970, 3480
15, 39, 33818, 22288
15, 40, 4930, 989
15, 41, 7895, 2333
15, 42, 28833, 17904
15, 43, 6889, 1870
15, 44, 9048, 2954
15, 45, 13495, 5729
15, 46, 87629, 73337
15, 47, 3584, 527
15, 48, 16941, 8143
15, 49, 19537, 10178
15, 50, 425, 12
16, 1, 3635, 316
16, 2, 23767, 9427
16, 3, 44127, 24419
16, 4, 2002, 107
16, 5, 10935, 2398
16, 6, 21146, 7690
16, 7, 4591, 462
16, 8, 17126, 5352
16, 9, 1189, 38
16, 10, 3826, 335
16, 11, 7418, 1189
16, 12, 73118, 49535
16, 13, 6641, 997
16, 14, 38763, 20185
16, 15, 4394, 477
16, 16, 10282, 2266
16, 17, 780, 16
16, 18, 49686, 28965
16, 19, 80297, 56201
16, 20, 7745, 1261
16, 21, 27300, 11716
16, 22, 47464, 27202
16, 23, 9731, 1994
16, 24, 61154, 38877
16, 25, 113576, 87336
16, 26, 5910, 803
16, 27, 39, 1
16, 28, 2724, 189
16, 29, 29016, 12899
16, 30, 45491, 25513
16, 31, 11168, 2507
16, 32, 21233, 7797
16, 33, 2630, 162
16, 34, 21251, 7806
16, 35, 70867, 47489
16, 36, 133651, 106470
16, 37, 6638, 961
16, 38, 2434082, 2395789
16, 39, 60284, 38101
16, 40, 7804, 1365
16, 41, 43597, 23899
16, 42, 23449, 9051
16, 43, 4548, 467
16, 44, 34636, 16923
16, 45, 16739, 5173
16, 46, 94013, 68761
16, 47, 8040, 1397
16, 48, 25181, 10199
16, 49, 9811, 2032
16, 50, 1505, 50
17, 1, 2082402, 2012874
17, 2, 24576, 5955
17, 3, 40200, 14338
17, 4, 42925, 15833
17, 5, 31597, 9359
17, 6, 20371, 4244
17, 7, 13302, 1909
17, 8, 218159, 166256
17, 9, 73960, 37645
17, 10, 66542, 31834
17, 11, 26278, 6812
17, 12, 82776, 44448
17, 13, 26351, 6832
17, 14, 26353, 6733
17, 15, 10127, 1204
17, 16, 20980, 4525
17, 17, 10848, 1348
17, 18, 15025, 2481
17, 19, 8502, 872
17, 20, 52482, 22030
17, 21, 93875, 53506
17, 22, 14947, 2446
17, 23, 1707720, 1639599
17, 24, 73993, 37759
17, 25, 17119, 3116
17, 26, 10496, 1279
17, 27, 100615, 59176
17, 28, 1507, 36
17, 29, 15632, 2693
17, 30, 103253, 61464
17, 31, 8809, 868
17, 32, 54507, 23443
17, 33, 26194, 6857
17, 34, 41999, 15309
17, 35, 21095, 4656
17, 36, 24909, 6263
17, 37, 39870, 14088
17, 38, 16065, 2854
17, 39, 130621, 85178
17, 40, 30452, 8847
17, 41, 8213, 778
17, 42, 14253, 2249
17, 43, 5460, 360
17, 44, 47898, 18908
17, 45, 23673, 5600
17, 46, 24904, 6241
17, 47, 171581, 122566
17, 48, 62484, 28974
17, 49, 11462, 1496
17, 50, 255888, 202251
18, 1, 74546, 25282
18, 2, 91821, 35419
18, 3, 88424, 33614
18, 4, 77947, 27131
18, 5, 75694, 25711
18, 6, 70910, 23154
18, 7, 71842, 23710
18, 8, 78313, 27376
18, 9, 14294, 1295
18, 10, 47766, 11527
18, 11, 178777, 100125
18, 12, 51946, 13295
18, 13, 13528, 1149
18, 14, 786033, 671261
18, 15, 52448, 13604
18, 16, 16434, 1616
18, 17, 99503, 40530
18, 18, 66960, 20800
18, 19, 16761, 1604
18, 20, 244095, 155974
18, 21, 4406, 116
18, 22, 89998, 34581
18, 23, 127802, 60574
18, 24, 80930, 29024
18, 25, 27226, 4107
18, 26, 35253, 6657
18, 27, 47290, 11294
18, 28, 56975, 15801
18, 29, 5821, 216
18, 30, 4814, 126
18, 31, 12358, 905
18, 32, 26709, 4059
18, 33, 194065, 112716
18, 34, 13406, 1075
18, 35, 17261, 1694
18, 36, 106987, 45749
18, 37, 8494, 467
18, 38, 101112, 41701
18, 39, 64267, 19656
18, 40, 27355, 4148
18, 41, 111296, 48614
18, 42, 5377, 178
18, 43, 274441, 182959
18, 44, 7852, 407
18, 45, 65443, 20094
18, 46, 4539, 122
18, 47, 45964, 10810
18, 48, 56595, 15581
18, 49, 51508, 13345
18, 50, 33921, 6277
19, 1, 12425, 447
19, 2, 59633, 10006
19, 3, 698249, 504372
19, 4, 134414, 43058
19, 5, 843840, 640771
19, 6, 535081, 355452
19, 7, 73203, 14551
19, 8, 100653, 25645
19, 9, 20716, 1355
19, 10, 105119, 28133
19, 11, 147800, 50249
19, 12, 4897, 79
19, 13, 137808, 44667
19, 14, 64726, 11598
19, 15, 51198, 7474
19, 16, 7250, 185
19, 17, 144910, 48706
19, 18, 139278, 45573
19, 19, 198428, 81502
19, 20, 13302, 568
19, 21, 167545, 62097
19, 22, 765183, 566566
19, 23, 352259, 197604
19, 24, 72888, 14506
19, 25, 64002, 11366
19, 26, 310069, 163846
19, 27, 149047, 50875
19, 28, 25560, 2035
19, 29, 98882, 25099
19, 30, 1643702, 1414811
19, 31, 69532, 13346
19, 32, 163116, 59391
19, 33, 15150, 737
19, 34, 496375, 321134
19, 35, 88605, 20765
19, 36, 134351, 42944
19, 37, 254259, 120976
19, 38, 110275, 30418
19, 39, 269202, 132336
19, 40, 69714, 13343
19, 41, 92647, 22183
19, 42, 413831, 249086
19, 43, 30989, 3028
19, 44, 39134, 4534
19, 45, 91281, 21520
19, 46, 83416, 18580
19, 47, 7357, 156
19, 48, 821268, 619394
19, 49, 143849, 47858
19, 50, 47422, 6536
20, 1, 3432, 21
20, 2, 1018191, 669848
20, 3, 120948, 21401
20, 4, 7038270, 6538782
20, 5, 24972, 1063
20, 6, 9727, 146
20, 7, 707455, 402539
20, 8, 724140, 416734
20, 9, 1988795, 1574055
20, 10, 2106879, 1687100
20, 11, 973967, 629953
20, 12, 10010, 147
20, 13, 138232, 27259
20, 14, 190314, 48248
20, 15, 660498, 364054
20, 16, 174148, 40992
20, 17, 2037, 10
20, 18, 7345, 102
20, 19, 163237, 37105
20, 20, 95304, 13563
20, 21, 25997, 1132
20, 22, 135723, 26347
20, 23, 422300, 184287
20, 24, 103914, 16142
20, 25, 1209646, 842345
20, 26, 233733, 69172
20, 27, 20828, 730
20, 28, 150554, 31748
20, 29, 180993, 43920
20, 30, 585381, 304985
20, 31, 128764, 23889
20, 32, 477568, 223333
20, 33, 629562, 339499
20, 34, 2517897, 2083983
20, 35, 609364, 323367
20, 36, 466636, 215519
20, 37, 488386, 231028
20, 38, 452741, 206086
20, 39, 318645, 116856
20, 40, 310435, 111919
20, 41, 62890, 6310
20, 42, 140211, 28001
20, 43, 47289, 3609
20, 44, 137438, 27040
20, 45, 375163, 152403
20, 46, 282711, 95872
20, 47, 92015, 12787
20, 48, 445678, 200747
20, 49, 82435, 10511
20, 50, 49746, 4086
21, 1, 62170, 3373
21, 2, 471499, 145227
21, 3, 34818, 1078
21, 4, 983555, 477279
21, 5, 498064, 159641
21, 6, 1657167, 1020267
21, 7, 155348, 19529
21, 8, 551671, 189465
21, 9, 235294, 42575
21, 10, 589761, 211825
21, 11, 1753915, 1104082
21, 12, 3939710, 3124093
21, 13, 629907, 236071
21, 14, 181380, 25967
21, 15, 2939583, 2177766
21, 16, 1254344, 686567
21, 17, 1390470, 796720
21, 18, 66799, 3863
21, 19, 150483, 18427
21, 20, 21531, 444
21, 21, 113125, 10736
21, 22, 1190408, 635952
21, 23, 48680, 2088
21, 24, 609074, 223361
21, 25, 67514, 3922
21, 26, 14329, 196
21, 27, 895973, 413312
21, 28, 332936, 79547
21, 29, 30307, 842
21, 30, 1802495, 1146020
21, 31, 153984, 19287
21, 32, 464879, 142140
21, 33, 418410, 118310
21, 34, 168578, 22979
21, 35, 442915, 130328
21, 36, 685551, 270782
21, 37, 439666, 129166
21, 38, 1438416, 835878
21, 39, 259319, 50515
21, 40, 32343, 950
21, 41, 94417, 7438
21, 42, 170016, 23201
21, 43, 1818437, 1159748
21, 44, 154974, 19600
21, 45, 1034489, 515515
21, 46, 2025622, 1342235
21, 47, 182839, 26847
21, 48, 546496, 186494
21, 49, 991231, 483460
21, 50, 4138559, 3314302
22, 1, 126073, 7322
22, 2, 700528, 178932
22, 3, 11226313, 9496240
22, 4, 4530863, 3137904
22, 5, 683645, 171802
22, 6, 1107541, 391449
22, 7, 284679, 34568
22, 8, 999651, 330675
22, 9, 293278, 36685
22, 10, 109777, 5523
22, 11, 345703, 49853
22, 12, 256791, 28496
22, 13, 760133, 206785
22, 14, 198154, 17178
22, 15, 353655, 51740
22, 16, 26764, 350
22, 17, 254868, 28241
22, 18, 2097507, 1069965
22, 19, 1412503, 581344
22, 20, 130469, 7699
22, 21, 138244, 8623
22, 22, 6994121, 5424918
22, 23, 668401, 164375
22, 24, 2409935, 1313909
22, 25, 906269, 279209
22, 26, 1403136, 574404
22, 27, 2041087, 1027652
22, 28, 2951346, 1755500
22, 29, 22831406, 20905403
22, 30, 6033234, 4521948
22, 31, 79328, 2856
22, 32, 705414, 181567
22, 33, 42534569, 40461115
22, 34, 341326, 48891
22, 35, 741427, 198002
22, 36, 394364, 63633
22, 37, 332906, 46417
22, 38, 14250523, 12449551
22, 39, 979913, 319433
22, 40, 2525452, 1406749
22, 41, 91293, 3912
22, 42, 1241635, 472250
22, 43, 296107, 37335
22, 44, 2375895, 1286122
22, 45, 4768697, 3353665
22, 46, 835917, 244048
22, 47, 2311790, 1236469
22, 48, 168892, 12729
22, 49, 233195, 23632
22, 50, 5610867, 4127883
