1, 1, 1, 1
1, 2, 1, 1
1, 3, 1, 1
1, 4, 1, 1
1, 5, 1, 1
1, 6, 1, 1
1, 7, 1, 1
1, 8, 1, 1
1, 9, 1, 1
1, 10, 1, 1
1, 11, 1, 1
1, 12, 1, 1
1, 13, 1, 1
1, 14, 1, 1
1, 15, 1, 1
1, 16, 1, 1
1, 17, 1, 1
1, 18, 1, 1
1, 19, 1, 1
1, 20, 1, 1
1, 21, 1, 1
1, 22, 1, 1
1, 23, 1, 1
1, 24, 1, 1
1, 25, 1, 1
1, 26, 1, 1
1, 27, 1, 1
1, 28, 1, 1
1, 29, 1, 1
1, 30, 1, 1
1, 31, 1, 1
1, 32, 1, 1
1, 33, 1, 1
1, 34, 1, 1
1, 35, 1, 1
1, 36, 1, 1
1, 37, 1, 1
1, 38, 1, 1
1, 39, 1, 1
1, 40, 1, 1
1, 41, 1, 1
1, 42, 1, 1
1, 43, 1, 1
1, 44, 1, 1
1, 45, 1, 1
1, 46, 1, 1
1, 47, 1, 1
1, 48, 1, 1
1, 49, 1, 1
1, 50, 1, 1
2, 1, 3, 2
2, 2, 2, 1
2, 3, 2, 1
2, 4, 3, 2
2, 5, 1, 1
2, 6, 1, 1
2, 7, 1, 1
2, 8, 1, 1
2, 9, 1, 1
2, 10, 3, 2
2, 11, 1, 1
2, 12, 1, 1
2, 13, 1, 1
2, 14, 1, 1
2, 15, 2, 1
2, 16, 2, 1
2, 17, 1, 1
2, 18, 3, 2
2, 19, 1, 1
2, 20, 4, 3
2, 21, 1, 1
2, 22, 4, 3
2, 23, 1, 1
2, 24, 1, 1
2, 25, 2, 1
2, 26, 1, 1
2, 27, 4, 3
2, 28, 1, 1
2, 29, 2, 1
2, 30, 1, 1
2, 31, 2, 1
2, 32, 1, 1
2, 33, 1, 1
2, 34, 1, 1
2, 35, 4, 2
2, 36, 2, 1
2, 37, 1, 1
2, 38, 2, 1
2, 39, 2, 1
2, 40, 1, 1
2, 41, 1, 1
2, 42, 5, 4
2, 43, 1, 1
2, 44, 2, 1
2, 45, 1, 1
2, 46, 1, 1
2, 47, 2, 1
2, 48, 3, 2
2, 49, 1, 1
2, 50, 1, 1
3, 1, 4, 1
3, 2, 3, 1
3, 3, 9, 6
3, 4, 2, 1
3, 5, 2, 1
3, 6, 2, 1
3, 7, 1, 1
3, 8, 6, 5
3, 9, 5, 3
3, 10, 3, 1
3, 11, 1, 1
3, 12, 2, 1
3, 13, 5, 2
3, 14, 2, 1
3, 15, 11, 9
3, 16, 2, 1
3, 17, 6, 3
3, 18, 4, 2
3, 19, 2, 1
3, 20, 7, 4
3, 21, 8, 5
3, 22, 3, 2
3, 23, 7, 4
3, 24, 2, 1
3, 25, 13, 10
3, 26, 6, 3
3, 27, 5, 3
3, 28, 3, 2
3, 29, 2, 1
3, 30, 3, 1
3, 31, 4, 2
3, 32, 3, 1
3, 33, 7, 4
3, 34, 11, 8
3, 35, 2, 1
3, 36, 3, 2
3, 37, 1, 1
3, 38, 4, 2
3, 39, 1, 1
3, 40, 3, 1
3, 41, 2, 1
3, 42, 5, 3
3, 43, 5, 3
3, 44, 5, 3
3, 45, 1, 1
3, 46, 1, 1
3, 47, 1, 1
3, 48, 6, 3
3, 49, 2, 1
3, 50, 1, 1
4, 1, 13, 9
4, 2, 5, 2
4, 3, 3, 1
4, 4, 21, 14
4, 5, 11, 7
4, 6, 2, 1
4, 7, 2, 1
4, 8, 22, 15
4, 9, 6, 2
4, 10, 5, 1
4, 11, 9, 4
4, 12, 10, 5
4, 13, 7, 2
4, 14, 2, 1
4, 15, 7, 4
4, 16, 4, 2
4, 17, 2, 1
4, 18, 11, 7
4, 19, 6, 3
4, 20, 9, 4
4, 21, 4, 1
4, 22, 4, 2
4, 23, 4, 1
4, 24, 22, 15
4, 25, 3, 2
4, 26, 6, 2
4, 27, 3, 2
4, 28, 3, 1
4, 29, 5, 2
4, 30, 4, 1
4, 31, 4, 1
4, 32, 6, 4
4, 33, 5, 2
4, 34, 4, 1
4, 35, 15, 8
4, 36, 7, 2
4, 37, 3, 1
4, 38, 8, 2
4, 39, 20, 12
4, 40, 12, 7
4, 41, 19, 13
4, 42, 2, 1
4, 43, 8, 3
4, 44, 4, 1
4, 45, 9, 4
4, 46, 3, 1
4, 47, 6, 2
4, 48, 2, 1
4, 49, 7, 3
4, 50, 18, 11
5, 1, 21, 10
5, 2, 18, 9
5, 3, 2, 1
5, 4, 31, 19
5, 5, 15, 4
5, 6, 21, 9
5, 7, 24, 11
5, 8, 17, 8
5, 9, 24, 12
5, 10, 15, 6
5, 11, 4, 2
5, 12, 38, 23
5, 13, 2, 1
5, 14, 13, 4
5, 15, 6, 2
5, 16, 3, 1
5, 17, 14, 4
5, 18, 11, 3
5, 19, 85, 70
5, 20, 16, 5
5, 21, 14, 6
5, 22, 5, 2
5, 23, 43, 28
5, 24, 24, 11
5, 25, 10, 4
5, 26, 22, 12
5, 27, 23, 12
5, 28, 18, 9
5, 29, 23, 12
5, 30, 30, 17
5, 31, 13, 3
5, 32, 39, 26
5, 33, 15, 6
5, 34, 5, 1
5, 35, 18, 7
5, 36, 2, 1
5, 37, 20, 9
5, 38, 18, 7
5, 39, 7, 3
5, 40, 4, 1
5, 41, 1, 1
5, 42, 9, 4
5, 43, 14, 6
5, 44, 13, 6
5, 45, 10, 2
5, 46, 36, 22
5, 47, 42, 28
5, 48, 20, 9
5, 49, 1668, 1647
5, 50, 1, 1
6, 1, 3, 1
6, 2, 1, 1
6, 3, 24, 6
6, 4, 9, 2
6, 5, 13, 4
6, 6, 2, 1
6, 7, 27, 9
6, 8, 28, 13
6, 9, 15, 4
6, 10, 15, 2
6, 11, 35, 14
6, 12, 31, 10
6, 13, 13, 3
6, 14, 36, 15
6, 15, 18, 6
6, 16, 50, 26
6, 17, 7, 1
6, 18, 4, 1
6, 19, 37, 16
6, 20, 79, 52
6, 21, 27, 11
6, 22, 55, 30
6, 23, 18, 7
6, 24, 60, 32
6, 25, 53, 29
6, 26, 73, 45
6, 27, 26, 9
6, 28, 66, 39
6, 29, 15, 4
6, 30, 11, 3
6, 31, 34, 11
6, 32, 37, 15
6, 33, 55, 30
6, 34, 53, 26
6, 35, 15, 3
6, 36, 14, 4
6, 37, 57, 32
6, 38, 3, 1
6, 39, 40, 18
6, 40, 2, 1
6, 41, 4, 1
6, 42, 75, 47
6, 43, 129, 98
6, 44, 13, 2
6, 45, 30, 10
6, 46, 24, 9
6, 47, 13, 1
6, 48, 16, 4
6, 49, 66, 39
6, 50, 7, 1
7, 1, 17, 2
7, 2, 30, 4
7, 3, 16, 2
7, 4, 309, 245
7, 5, 6, 1
7, 6, 47, 15
7, 7, 40, 11
7, 8, 60, 21
7, 9, 15, 1
7, 10, 11, 1
7, 11, 27, 4
7, 12, 11, 1
7, 13, 272, 208
7, 14, 24, 6
7, 15, 11, 1
7, 16, 16, 2
7, 17, 55, 15
7, 18, 5, 1
7, 19, 14, 2
7, 20, 32, 6
7, 21, 26, 5
7, 22, 100, 47
7, 23, 2, 1
7, 24, 11, 1
7, 25, 7, 1
7, 26, 3, 1
7, 27, 13, 1
7, 28, 24, 6
7, 29, 253, 192
7, 30, 49, 14
7, 31, 168, 107
7, 32, 178, 119
7, 33, 54, 20
7, 34, 97, 50
7, 35, 280, 219
7, 36, 25, 3
7, 37, 43, 9
7, 38, 19, 5
7, 39, 98, 50
7, 40, 303, 240
7, 41, 77, 37
7, 42, 75, 29
7, 43, 59, 22
7, 44, 9, 2
7, 45, 51, 21
7, 46, 11, 2
7, 47, 72, 30
7, 48, 194, 131
7, 49, 55, 18
7, 50, 176, 117
8, 1, 40, 9
8, 2, 230, 141
8, 3, 103, 42
8, 4, 479, 358
8, 5, 63, 20
8, 6, 97, 36
8, 7, 162, 79
8, 8, 41, 9
8, 9, 146, 72
8, 10, 193, 103
8, 11, 9, 2
8, 12, 62, 17
8, 13, 1, 1
8, 14, 255, 155
8, 15, 159, 75
8, 16, 13, 2
8, 17, 69, 27
8, 18, 274, 169
8, 19, 140, 68
8, 20, 100, 36
8, 21, 38, 7
8, 22, 124, 51
8, 23, 18, 3
8, 24, 82, 32
8, 25, 18, 3
8, 26, 43, 7
8, 27, 2678, 2541
8, 28, 328, 218
8, 29, 7, 1
8, 30, 24, 6
8, 31, 40, 11
8, 32, 93, 27
8, 33, 24, 2
8, 34, 26, 4
8, 35, 112, 37
8, 36, 329, 220
8, 37, 68, 17
8, 38, 37, 9
8, 39, 4, 1
8, 40, 63, 21
8, 41, 137, 65
8, 42, 109, 42
8, 43, 62, 14
8, 44, 73, 20
8, 45, 8, 2
8, 46, 5, 1
8, 47, 136, 60
8, 48, 5, 1
8, 49, 116, 46
8, 50, 80, 21
9, 1, 144, 43
9, 2, 14, 2
9, 3, 22, 2
9, 4, 32, 2
9, 5, 136, 40
9, 6, 285, 131
9, 7, 107, 21
9, 8, 128, 32
9, 9, 427, 250
9, 10, 48, 9
9, 11, 5, 1
9, 12, 101, 16
9, 13, 566, 366
9, 14, 680, 472
9, 15, 197, 66
9, 16, 115, 23
9, 17, 34, 6
9, 18, 196, 75
9, 19, 293, 146
9, 20, 291, 142
9, 21, 185, 64
9, 22, 211, 84
9, 23, 7, 1
9, 24, 217, 79
9, 25, 284, 129
9, 26, 413, 226
9, 27, 173, 56
9, 28, 83, 15
9, 29, 20, 2
9, 30, 15, 1
9, 31, 70, 16
9, 32, 347, 177
9, 33, 66, 9
9, 34, 143, 38
9, 35, 12, 1
9, 36, 74, 14
9, 37, 250, 110
9, 38, 84, 15
9, 39, 477, 281
9, 40, 192, 72
9, 41, 157, 53
9, 42, 52, 8
9, 43, 230, 87
9, 44, 171, 52
9, 45, 195, 74
9, 46, 923, 704
9, 47, 30, 3
9, 48, 37, 5
9, 49, 221, 93
9, 50, 262, 111
10, 1, 2244, 1785
10, 2, 143, 29
10, 3, 14, 1
10, 4, 82, 7
10, 5, 241, 58
10, 6, 853, 485
10, 7, 166, 42
10, 8, 76, 10
10, 9, 441, 169
10, 10, 756, 417
10, 11, 61, 6
10, 12, 647, 323
10, 13, 258, 73
10, 14, 661, 321
10, 15, 181, 40
10, 16, 251, 62
10, 17, 1956, 1495
10, 18, 178, 39
10, 19, 899, 537
10, 20, 458, 187
10, 21, 371, 132
10, 22, 108, 18
10, 23, 184, 34
10, 24, 36, 3
10, 25, 260, 63
10, 26, 349, 112
10, 27, 68, 11
10, 28, 393, 140
10, 29, 569, 263
10, 30, 364, 120
10, 31, 225, 51
10, 32, 38, 2
10, 33, 92, 17
10, 34, 113, 14
10, 35, 599, 284
10, 36, 880, 510
10, 37, 2, 1
10, 38, 260, 68
10, 39, 18, 1
10, 40, 577, 274
10, 41, 2120, 1668
10, 42, 196, 45
10, 43, 243, 75
10, 44, 143, 27
10, 45, 1763, 1315
10, 46, 118, 19
10, 47, 446, 177
10, 48, 267, 74
10, 49, 1988, 1539
10, 50, 117, 17
11, 1, 529, 136
11, 2, 48, 1
11, 3, 937, 374
11, 4, 326, 58
11, 5, 18, 1
11, 6, 415, 86
11, 7, 679, 203
11, 8, 36, 2
11, 9, 68, 1
11, 10, 47, 1
11, 11, 1024, 455
11, 12, 32, 1
11, 13, 204, 32
11, 14, 1469, 775
11, 15, 157, 21
11, 16, 468, 119
11, 17, 197, 27
11, 18, 277, 38
11, 19, 1008, 443
11, 20, 128, 9
11, 21, 593, 177
11, 22, 3010, 2157
11, 23, 286, 43
11, 24, 59, 3
11, 25, 915, 356
11, 26, 615, 184
11, 27, 39, 1
11, 28, 854, 335
11, 29, 1242, 607
11, 30, 651, 203
11, 31, 364, 66
11, 32, 1069, 469
11, 33, 2058, 1281
11, 34, 1180, 557
11, 35, 1298, 660
11, 36, 343, 60
11, 37, 208, 28
11, 38, 365, 81
11, 39, 46, 5
11, 40, 841, 329
11, 41, 1104, 503
11, 42, 332, 60
11, 43, 207, 24
11, 44, 770, 290
11, 45, 851, 338
11, 46, 576, 167
11, 47, 1569, 850
11, 48, 915, 369
11, 49, 2102, 1316
11, 50, 113, 13
12, 1, 427, 52
12, 2, 3689, 2221
12, 3, 1694, 679
12, 4, 1237, 384
12, 5, 736, 151
12, 6, 557, 80
12, 7, 766, 167
12, 8, 380, 42
12, 9, 1341, 449
12, 10, 435, 59
12, 11, 662, 122
12, 12, 2835, 1511
12, 13, 774, 177
12, 14, 1547, 576
12, 15, 4220, 2650
12, 16, 1129, 342
12, 17, 1205, 376
12, 18, 17111, 15139
12, 19, 1837, 750
12, 20, 115, 5
12, 21, 2244, 1042
12, 22, 1692, 650
12, 23, 429, 56
12, 24, 9034, 7206
12, 25, 1817, 751
12, 26, 1600, 621
